user_id_str,username,bio,age
1569138653892419584,CuteTerf,fed up bi black woman w/ some GC rants,"12 Sep, 2022 @ 02:39:53.000"
1633593811283607552,dannytheterf,Monzo staff called me a ‘horrible Terf’,"8 Mar, 2023 @ 22:21:57.000"
1591018470979813376,dinoterf,Adult human female. Same sex attracted genuine real deal 100% lesbian. Destroyer of gender ideology. Proud to be a radical feminist. Hater of pedos,"11 Nov, 2022 @ 10:46:06.000"
1651159915140984832,DublinTERF,I've been here before. Just another Irish TERF attempting to fight the good fight. More a listener and sharer than a talker. Anonymous for a reason.,"26 Apr, 2023 @ 10:43:01.000"
1588518155760160768,dumpsterfiretx,Words are violence. Up is down. Truth is fiction. Welcome to Clown World.,"4 Nov, 2022 @ 13:07:20.000"
1525558689326850048,DumsterFyre,"Still Loading...

If you know my other account... no the fuck you dont. 

Beware: Incoming content you probably wont like.","14 May, 2022 @ 20:28:44.000"
1648300025070637056,earthtoterf,"TRA in the streets, TERF in the sheets #adulthumanfemale #sexnotgender #gendercritical♀💚🤍💜","18 Apr, 2023 @ 13:19:05.000"
1260656039848030208,EmpatheticTerf,"Gender critical, mom of a daughter, business woman. Very left leaning and Politically homeless. No/Thank/You","13 May, 2020 @ 20:40:17.000"
1054438531815301120,engelswasaterf,"Marxist with radfem characteristics.
Anti commodification of women.
Gender abolitionist.
Liberation not equality.
Sankara and Engels fan account.","22 Oct, 2018 @ 19:25:11.000"
1540495810462359552,FairyQueenTerf,(empty),"25 Jun, 2022 @ 01:44:03.000"
1093532287646478336,FancyTerfette,Fundamental rights and liberties aren't prizes for good behavior.,"7 Feb, 2019 @ 15:29:49.000"
1114190619751141376,fatherterf,(empty),"5 Apr, 2019 @ 16:38:39.000"
215287998,FineIrishTerf,"If sport isn't fair, it isn't sport.

Instant block for any men I don't know IRL who DM me. 

#SaveWomensSports","13 Nov, 2010 @ 14:30:19.000"
1597325181726474240,freakterf,"Men call me ""freak"" and ""hag"" ""lazy"" ""sadist"" 🥰🥰 and now ""sociopath"" which is my favorite besides Karen/cunt. You block? I win.","28 Nov, 2022 @ 20:23:14.000"
1387824824991506432,GeneralTerf,"Terfing all the way, keeping up to date with this gender nonsense","29 Apr, 2021 @ 18:43:23.000"
1628322156,gifterfer,i just use it for thoughts,"28 Jul, 2013 @ 18:24:45.000"
1498145987684098048,globalterf,World's #terfiest #lesbian #cat. Gender abolitionist viewsand coughed up hairballs my own. #TerfinUSA #WomenWontWheesht,"28 Feb, 2022 @ 04:01:01.000"
2751700342,HelenTerfSwerf,TERF ‘N’ SWERF 💜🤍💚 PERF ▫Biology not bolloxology▫️ ☠️Transindustryphobe,"26 Aug, 2014 @ 13:56:50.000"
1560541504111878144,HumbleTerf,Gender critical woman on Team TERF. There are only 2 sexes. Gender identity is a pseudo-scientical belief which uses stereotypes from the 50’s to decide gender.,"19 Aug, 2022 @ 09:17:58.000"
1613277351932211200,hysterfem,radfem millennial || beware of my PMDDemon · on a perpetual luteal phase ✧ pfp & header creds to redkatherinee,"11 Jan, 2023 @ 20:51:27.000"
1497030575563190272,Iloveallterfs,conservative,"25 Feb, 2022 @ 02:08:09.000"
1620257276643708928,IndyTerf,"ExSNP. NowALBA. Independence is required NOW! Atheist. GC. Truth, Facts, Common Sense and Science are the bedrock of peace Pronoun announcers autoblocked.","31 Jan, 2023 @ 03:06:59.000"
1259116905270566912,iowntheterf,JKR - Maya Forstater - Rosie Duffield - Marion Millar - Keira Bell and all the other women  ⚢ 💜🤍💚,"9 May, 2020 @ 14:44:11.000"
1547310287434518528,IrishTerf,"Left-wing all my life but sick of the stupidity, the science denial, and the abuse of women.  Fwiw, I am a bog-standard middle-aged man.","13 Jul, 2022 @ 21:01:44.000"
1571461368003305472,jamestheterf,Its time to get real. #ProudTERF,"18 Sep, 2022 @ 12:29:29.000"
1568298088435163136,Kate_LaTerf,"Life-long intj lesbian vegan leftie. (wee bit) SHOUT-Y & swear-y at times 
GENDER IDEOLOGY=HELL NO!","9 Sep, 2022 @ 18:59:55.000"
1331332400836726784,KernowTerf,"staunch believer in sex not gender. women have rights to their own  places and spaces, health care. Agent# 11519","24 Nov, 2020 @ 20:22:51.000"
1652897800370401280,LA_TERF_CENTRAL,Women who know what a female is. Join us for Los Angeles area happy hours and community!,"1 May, 2023 @ 05:48:47.000"
1538282141574123520,LebaneseTERF,Sad majority of the time. Lebanese. Terf. A real male. Trans women are men. Trans men are women. Sex not gender!,"18 Jun, 2022 @ 23:07:04.000"
1593854159752568832,LeftistTERF,(empty),"19 Nov, 2022 @ 06:30:29.000"
1045007498560901120,leninwasaterf,Marxist. Male. Gender abolitionist. Liberal idealism hater.,"26 Sep, 2018 @ 18:49:37.000"
1647292082866798592,LesboTerf,"UK based Lesbian. I believe lesbian spaces should be female only spaces.
Fed up of being gaslit into silence.
#LetWomenSpeak
#PacMan
#SaveWomensSports","15 Apr, 2023 @ 18:33:46.000"
1533269607796068352,LiberalTerf,"Progressive gender critical radical feminist/woman. Liberal Terfs unite, emerge, and stop being silent and scared. Pro LGB. KPSS & Save Women's Sports.","5 Jun, 2022 @ 03:09:23.000"
1616168428724969472,life_terf,(empty),"19 Jan, 2023 @ 20:19:36.000"
1488472600086990848,mamaterf,"TERF, apparently.
Adult human female. Lesbian. Atheist. Gender is bullshit. 

#LetWomenSpeak
#IStandWithJKRowling
#LesbianNotQueer
#LGBdroptheT","1 Feb, 2022 @ 11:21:48.000"
1446781479653187584,mcterfface,Adult human female,"9 Oct, 2021 @ 11:16:22.000"
1659950645149937664,mcterfingt12796,"New account, old user. Recovering liberal. Proud TERF.  TRANSWOMEN ARE MEN. Surrogacy is human trafficking.","20 May, 2023 @ 16:56:31.000"
990688762433867776,McTerfinTerf,Pronouns: Piss/Off F*ck your Cis label #TWAM #PHOBEAF #IStandwithJKRowling,"29 Apr, 2018 @ 21:26:21.000"
1613927241196474368,McTerfy,tired #RadFem. Adult human female and believer of science. Disgraceful (apparently),"13 Jan, 2023 @ 15:54:13.000"
1551459725308477440,MegaTerf,The final form of being TERF. I will decide who is pretending to be a woman.,"25 Jul, 2022 @ 07:50:07.000"
1530895393101340672,MHatesTerfs,"Marigold, cis, she/her. Love cats, hate terfs. #JKRowlingvsLGBTQ #JKRowlingdoesnotspeakforme #transrightsarehumanrights","29 May, 2022 @ 13:54:51.000"
1433950024975536128,Michi_Es_terfa,Qué el aborto sea legal y el feminismo radical 💚💜,"4 Sep, 2021 @ 01:29:10.000"
1614076273453846528,Miss_TERF,"Adult Human Female, political lesbian, radical feminist! Pronouns: Kill/All/Men","14 Jan, 2023 @ 01:46:03.000"
1551226554121949184,MisterTerf1966,Mainly Keeping receipts of the posts by Bude Pride Education 2 document their pro active targeting of the primary school & nursery children of Bude & Stratton.,"24 Jul, 2022 @ 16:24:05.000"
1649048657713561600,monzoterf,(empty),"20 Apr, 2023 @ 14:53:49.000"
1501655053047930880,NatalietheTerf,Not a vet,"9 Mar, 2022 @ 20:24:36.000"
1295526589833318400,NerdTerfTiti,"Obtenida por un muestreo probabilístico. Sesgada hacía la izquierda. Feminista heterosensual. 😏

#AntiuribistaSigueAntiuribista
#FeminismoDeOvarios","18 Aug, 2020 @ 02:03:22.000"
1545779785636450304,nerftheterff,Aquí para poner nerviositas a fachas y terfas😈,"9 Jul, 2022 @ 15:40:04.000"
1582119572471169024,neterftiti,"Trad wife with a little terf sprinkled on top. sex is hardware, gender is software. procreation is essential to maturation. french 💋 is my first language.","17 Oct, 2022 @ 22:21:26.000"
1635434934755024896,nonterf,"I identify as a (female) Tyranitar wearing pink stilettos. Transgender AF. 
Definitely not a colossal TERF.","14 Mar, 2023 @ 00:17:48.000"
1587081637841539072,oggangsterfgs,(empty),"31 Oct, 2022 @ 13:59:24.000"
1566064999507828736,pincheterf,mexican woman // radical feminist // TiMS will never be women and y’all know that 🤭,"3 Sep, 2022 @ 15:06:41.000"
1126496267348127744,popeterf,here is glinners management independenttalent.com/corporate/grah…,"9 May, 2019 @ 15:36:54.000"
1623334605670559744,Pr0udTerf,(empty),"8 Feb, 2023 @ 14:55:16.000"
1613934462315667456,pride_terf,"I refuse to be nice to selfish, delusional males.","13 Jan, 2023 @ 16:22:30.000"
1524827730050658304,ProtectAndTerf,I love women more than anything ❤️,"12 May, 2022 @ 20:04:05.000"
1627404594761588736,proud_terf,(empty),"19 Feb, 2023 @ 20:28:15.000"
729957929776881664,ProudTerf1,We live at a time when intelligent people are silenced so stupid people aren’t offended! #LetWomenSpeak,"10 May, 2016 @ 09:55:07.000"
1640089914090962944,ProudTerfAHF,"Hardworking mum, wife, animal lover and lover of life.

Passionate support of women's rights.

A women is an adult human female and cis is NOT a word.","26 Mar, 2023 @ 21:35:04.000"
1484523473837993984,Psicoterfapeuta,"Cuenta B. Tired of Explaining Radical Feminist. Si vienes a consulta porque te sientes una tetera, no te daré la razón. Esta cuenta no es sería. (Cho/cho)","21 Jan, 2022 @ 13:49:24.000"
1614996579647213568,QueenLaTerfah,(empty),"16 Jan, 2023 @ 14:42:53.000"
1637875287282049024,QueenTerfy,Woman. Mother. TERF,"20 Mar, 2023 @ 17:54:50.000"
1513630913866907648,Radterfposting,"Mais uma pagina dedicada para postar delirios das tão faladas TERFs e também outros GC's com as transfobias e teorias da conspiração 
aceito sugestões na DM","11 Apr, 2022 @ 22:31:56.000"
1507984148027396096,Red_Velvet_Terf,Woman. Gif Queen 👸🏻 'Well behaved Women rarely make History' #nocishere #IStandWithJKRowling #woman #cakegender,"27 Mar, 2022 @ 08:33:41.000"
745161748731203584,ResisterForever,"Passionate feminist & civil rights activist. Followed by some w/ millions of followers, others with less than 100. ALL RESISTERS are the same in my eyes.","21 Jun, 2016 @ 08:49:40.000"
1455649455970078720,RevTerfy,Starfleet Commander Intergalactic TERF Alliance™️ #teamTERF,"2 Nov, 2021 @ 21:34:20.000"
1584551298917347328,Roaring_Terf,"Disabled adult human female. Goth Grrl. Toxic, vile rad fem terf ready to see change.😘","24 Oct, 2022 @ 15:25:35.000"
1660460495105830912,Sac_TERF_Ca,Sacramento-area adult human females standing up for women’s rights & the safe-guarding of children & female spaces. Speak out with us!,"22 May, 2023 @ 02:40:36.000"
1552089238493048832,SF_TERF_CENTRAL,"TERF (sex realist) in San Francisco! join us for happy hour in sf! support here! 

 buymeacoffee.com/?via=bernsmagd…","27 Jul, 2022 @ 01:31:37.000"
1552083295747186688,SF_Terferella,"#BBC100women list excludes TERFs, includes 2 men, including bloke in Brazil persecuting gender critical woman.

#DanaRiversIsAMan #NoMenInWomensPrisons","27 Jul, 2022 @ 01:09:47.000"
1569511415240859648,silencedterf,Adult Human Female ♀️ #sexnotgender keep men away from little girls!!!!! pronouns are not/an idiot,"13 Sep, 2022 @ 03:21:07.000"
1576215403981930496,silvaterfer,"Many years campaigning for LGBT rights, I did some research and jumped the fence. Before you comment, watch what young women are having to endure these days...","1 Oct, 2022 @ 15:20:34.000"
1603777408544423936,silver_terfer,Adult Human Female 💕Anti-Woke ✨️ LGB Alliance 🏳️‍🌈 Lesbian 🏳️‍🌈 Proud TERF 💅Anti-Commie 🚫 Libertarian 💫 #SexNotGender #GayNotQueer #LGBWithoutTheTQ ✂️,"16 Dec, 2022 @ 15:43:25.000"
1384648761348034560,SizeXXTerf,Slippery Sloper. Disinformation Specialist. Conspiracy Conspirator. Scoville Spicy.,"21 Apr, 2021 @ 00:23:26.000"
3029184161,socialistterf,"Reality is degrowth, permaculture, biological sex, and trees. Make-believe is capitalism, fossil fuels, “gender identity,” and NFTs.","11 Feb, 2015 @ 01:17:26.000"
3029106875,SorayaisaTERF,"pronouns are fuck/off. I'm not q***r its a slur. I'm Latino, Latinx is a slur too. I'm GAY. A man who loves men. I'm too interesting to be enby.","11 Feb, 2015 @ 00:22:27.000"
1642625194849124352,SpanishTERF,Idiomas: Inglés y Español,"2 Apr, 2023 @ 21:29:15.000"
939473497306394624,sTERFoullah666,"Célébration des corps masculins x mes opinions ~ en rien opposé aux transitions individuelles, farouchement hostile au prosélytisme néo-religieux du genre.","9 Dec, 2017 @ 12:35:11.000"
1505093907641778176,SurfandTerfG3,"Unapologetic follower of evidence based science, RADFEM, Adult Human Female, I stand with JK 💜🤍💚","19 Mar, 2022 @ 08:08:53.000"
1544655843509305344,surfinterf,💚🤍💜 Trans Dinosaurs Aren’t Real Either.,"6 Jul, 2022 @ 13:17:20.000"
1617241252323524608,surfinterfer,(empty),"22 Jan, 2023 @ 19:22:25.000"
1570125638123638784,surfn_terf,On the naughty step for defending gay kids. Don’t believe in magic or transubstantiation. I/Me/Mine,"14 Sep, 2022 @ 20:02:42.000"
1527436598480019456,SurfyTerfy,GC RADFEM,"20 May, 2022 @ 00:50:50.000"
1553172297497735168,SWERFnTERF,"I support detrans/desisters, LGB, and transsexuals who know they didn't actually change sex | sociologist | old punk | politically chaotic | emoji abuser 😘","30 Jul, 2022 @ 01:16:47.000"
1660328112541020160,swernterf,Not a “ice queen”. Just a lesbian virgo. Drag king.,"21 May, 2023 @ 17:54:25.000"
906266618698665984,Tea4Terfs,"Pro-woman, pro-LGB. Anti-puberty blockers, anti-sex work, anti-porn. Refuse to participate in theological or biological fantasies.","8 Sep, 2017 @ 22:22:54.000"
1446792878135648256,TeamTERF0,"A woman sticking up for women in a sea of gynophobic transpeople and extreme liberals/conservatives, along with random thoughts #teamterf","9 Oct, 2021 @ 12:01:25.000"
102139435,telecasterfreak,"Snake owner, Lego Fan, Guitarist, Fender Maniac and Journalist. Stirling, Scotlandshire.","5 Jan, 2010 @ 19:14:01.000"
113236698,tenyutterflies,"96'. she/they. fan account. english/español.
half multifandom potato, mitad vieja culiá. full-time clown 🤡","11 Feb, 2010 @ 04:08:38.000"
1342839355279343616,Terf_and_Surf,"Gender critical, sex work critical. Safety over feelings😬No Minors. Worthy of respect in a democratic society. #WomenWontWheesht #LetWomenSpeak","26 Dec, 2020 @ 14:27:23.000"
1372828935990300672,TERF_CAT,"ENDER OF TROONS.

Use the Fediverse. I'm at:
Beefyboys.win: @Prude
Goyslop.cafe: @Prude

Mysterious deuteragonist of @beefiestboys","19 Mar, 2021 @ 08:35:03.000"
1416657023425462272,terf_core,(empty),"18 Jul, 2021 @ 08:12:25.000"
1654954200625758208,terf_fairy,"Adult human female
#LetWomanSpeak
#BlokeInLipstick","6 May, 2023 @ 22:00:25.000"
1556417563831455744,terf_force_one,"Graduated from babyfem to angryfem. No, I don't care about you or your perverted fantasies. TWAM.","8 Aug, 2022 @ 00:17:00.000"
1611162698284163072,Terf_Heroes,There are very many Terf Heroes.,"6 Jan, 2023 @ 00:48:27.000"
1653870450663989248,TERF_HQ,Permanently banned on main the same day I highlighted the dangers of TRAs & antifa. #LetWomenSpeak #SexMatters Ally #LGBWithoutTheTQ,"3 May, 2023 @ 22:13:57.000"
1179551544800354304,terf_muffin,Radfem adjacent,"3 Oct, 2019 @ 01:19:45.000"
1560249007707791360,terf_n,🇦🇺 Adult human female and fucking furious. Lesbian not queer. 🟢⚪️🟣,"18 Aug, 2022 @ 13:55:41.000"
1566867688013578240,Terf_n_swerf,"Woman. The real thing.

21st century Suffragette. Different century, same old shit.","5 Sep, 2022 @ 20:16:47.000"
1628225697998331904,terf_peppermint,Centrist personal trainer. Happily taken. LGB without the T. MGTOW is an incel movement,"22 Feb, 2023 @ 02:50:43.000"
1559982671681421312,Terf_Rocks,Adult Human Female who will die on the hill of Sex not gender 🦕 Sex based rights 🦖 Same sex attraction ❤️ Standing for women & children 🙏 Terfs & Truth 💪,"17 Aug, 2022 @ 20:17:35.000"
1613433941960306688,terf_surf,Believe what you see with your eyes | Trust your gut | If your body instinctively feels something is wrong or uncomfortable then pay attention - your body knows,"12 Jan, 2023 @ 07:13:37.000"
1512172810524844032,terf_topia,Woman is taken.,"7 Apr, 2022 @ 21:58:02.000"
1595786184231378944,TERF_Umbreon,my detransition side account. 27 year old female,"24 Nov, 2022 @ 14:27:43.000"
1582867236469018624,Terf_warfare,"Pro woman, pro-man, pro-common-sense, believer in reality, amateur artist","19 Oct, 2022 @ 23:52:31.000"
32029596,terfabinda,Author ✍️ Social Media Pros ❤️ MLM / Network Marketing 👑 Daily Tips & Inspiration 💡Build teams & Sell Products Online 💰 Get Motivated,"16 Apr, 2009 @ 18:51:54.000"
1595502223978528768,TerfaEth,My NFT Account / Pls don’t screenshot😔,"23 Nov, 2022 @ 19:39:17.000"
1325906783613964288,Terfalacious,"Proud TERF, fighting the good fight.  A man can not be a woman.","9 Nov, 2020 @ 21:03:18.000"
1522258647786610688,Terfalicious_,There are only 2 genders.  Keep prisons single sex.,"5 May, 2022 @ 17:55:29.000"
1610190326802616320,Terfamatics,"Simply, every day biology lessons, for twats who think that a man can become a woman, like a tadpole a frog.  Not on my watch...","3 Jan, 2023 @ 08:24:43.000"
1103877688115159040,terfarten,"trans-exclusionary-radical-feminism-appropriating-radical-transphobe-chicken

Delicacy / monstrosity / parody","8 Mar, 2019 @ 04:38:44.000"
1443217082720608256,terfasaurus,"Pro-Speech GC. Outlier. Bisexual not queer. Political sofa surfer. Born Lippy
#MakeMoreNoise","29 Sep, 2021 @ 15:13:00.000"
1609701962382974976,Terfasaurus_Rex,"I am what I am and that's a great thing to be. A biological woman which all eyes can see.

         Pretend all you like, but you'll always be he.","2 Jan, 2023 @ 00:03:58.000"
1312103773246955520,terfasaurusrex,"There is nothing called cis women.
Women are women.
Transwomen are MEN.","2 Oct, 2020 @ 19:55:56.000"
1506692361929338880,TerfASaurusSex,"Woman™️ A Woman is an adult Female. A Girl is a female child. These are our words and cannot be redefined to include Males, who have their own words 🦖💚🤍💜🦖","23 Mar, 2022 @ 18:00:45.000"
1414617145523294208,terfbabe,sapphic radfem gender critical gal 👩‍❤️‍💋‍👩🏳️‍🌈,"12 Jul, 2021 @ 17:06:35.000"
1359638703472312320,terfbabynothing,Questions are now blasphemy. 💚🤍💜,"10 Feb, 2021 @ 23:02:09.000"
24806543,terfbangs420,the edge of a large lake / they/them / chicago,"17 Mar, 2009 @ 00:38:20.000"
701760121903431680,Terfbot9000,"(Unpredictable, random transmisogyny) A robot that learned everything it knows from trans-exclusionary radical feminists. #botALLY | Made by @AliceAvizandum","22 Feb, 2016 @ 13:27:05.000"
1008584182782726144,TERFBunker,"⚠️ female fortification ⚠️ get in ladies, it’s going to be a bumpy ride. I’m a tldr gal. The strong survive, the prepared thrive.","18 Jun, 2018 @ 06:36:22.000"
1647771354400190464,TerfBuster,(empty),"17 Apr, 2023 @ 02:18:32.000"
1339617744908472320,terfcitations,Collecting primary citations or other substantive sources in support of various gender-critical views. Please @ for possible additions.,"17 Dec, 2020 @ 17:06:47.000"
2186862754,TerfCityUSA,💜🤍💚Adult Human Female=Woman💜🤍💚,"19 Nov, 2013 @ 03:42:01.000"
1405343673710170112,TERFCollective,A syndicate of GCs and RadFems working to end the international campaign of female erasure. We are #TeamTERF  facebook.com/groups/terfcol…,"17 Jun, 2021 @ 02:57:19.000"
1413287470771314688,TERFConspiracy,Every Gender crit has to answer the question: Why are trusted medical associations in disagreement with your assertions regarding biology and medicine?,"9 Jul, 2021 @ 01:04:19.000"
1454820393584316416,TerfCrow,You can’t burn this lesbian witch. #IStandWithJKRowling #SaveWomenSports,"31 Oct, 2021 @ 14:39:58.000"
94375886,Terfele,"That specsy French journalist & author 🦄 in Scotland (@RFI @ScotNational etc). Also @Ecosse_Toujours + @revueecossaise. Mum, wife, sister, friend. She/her.","3 Dec, 2009 @ 17:41:32.000"
1064722207643971584,TerfElite,Remember the most dangerous city in the world in Honduras is only ranked so high because of Female Murders. Not Transwomen real Women.,"20 Nov, 2018 @ 03:28:50.000"
994220314623082496,terferatu,"Unpopular opinions and very popular BJs. Adult human cis gay man. He/Him/His/Zaddy. Suck my cock, not my energy.","9 May, 2018 @ 15:19:29.000"
1598096829085786112,TerfersMcT,"AFAB Transwoman (Biotrans)
Sexist Stereotype Abolitionist
Also, I'm a cat (meow!), pronouns: uwu/Nyan","30 Nov, 2022 @ 23:29:23.000"
1503995061779976192,Terfest_Shadow,"✨🥤-🍒🌪
Radfem⚡️Adult Human Female⚡️Anti-TRA
#SexNotGender #SexMatters #NoThankYou

See the world from where I stand ♀⛈","16 Mar, 2022 @ 07:22:38.000"
1657902206685966336,Terfetti,Adult Female Human. Women's Declaration International Signatory. Political Heretic. Celebrating Reality 🎉🧁,"15 May, 2023 @ 01:14:38.000"
1520174058754781184,terfever,radfem adjacent ; terf ; 19 ; adult human female,"29 Apr, 2022 @ 23:52:00.000"
1298273563837784064,terffanman,"gender critical, anti vitriol, pro rational adult male homo sapien.🏴󠁧󠁢󠁷󠁬󠁳󠁿","25 Aug, 2020 @ 15:58:41.000"
1556652251283873792,TerffanyAndCo,"Was doxxed & now jobless so I needed a new anon account. Mama of ROGD daughter. Was a TRA/Ally for years but peaked. Not really a TERF, but not blind either.","8 Aug, 2022 @ 15:43:26.000"
1507105839479406592,terffight,#transrightsarehumanrights. Tired of this shit on main.,"24 Mar, 2022 @ 21:25:18.000"
1487898929505075200,terfforever,"Twitter’s happiest GC fem. Telling the truth is compassion. Science, sex, & objectivity are real. Lawyer, biology enthusiast.","30 Jan, 2022 @ 21:22:37.000"
1651715557555863552,terffragette,This is my place where I speak unapologetically as a loud #lesbian who is #detransitioned and is critical of the #transcult. 🟪⬜️🟩,"27 Apr, 2023 @ 23:30:58.000"
1361929024218357760,TerfHappy,"Destroy Porn, Surrogacy & FGM!
Capital Punishment For Rape Buyers, Pimps & Traffickers!

  ♀️Sex Not Gender♀️
Warning: Misogyny met with full Misandry! Rad Fem!","17 Feb, 2021 @ 06:43:10.000"
1496585571904466944,Terficus,💚🤍💜 Adult Human Female. Sex not gender. Facts are facts. Opinions my own. L,"23 Feb, 2022 @ 20:39:57.000"
1430927411202437120,Terfilicious,💚🤍💜,"26 Aug, 2021 @ 17:17:54.000"
1065068521636294656,Terfility,Teaching women fertility and menstrual cycle charting for self-monitoring hormonal & reproductive health and avoiding/achieving pregnancy.,"21 Nov, 2018 @ 02:24:58.000"
1634177182699225088,Terfinator2023,(empty),"10 Mar, 2023 @ 12:59:49.000"
1434053681700163584,Terfinator5,Aussie apolitical woman. I don’t subscribe to any political parties dogma. gender abolitionist. mother. fighting for womens safe same sex spaces.,"4 Sep, 2021 @ 08:20:46.000"
2305153237,terfinatrix,"Anti-theist. Adult human female. Compelled speech is fascism. Born not Worn.

#transwomenareconmen #letwomenspeak #adulthumanfemale #istandwithjkrowling","22 Jan, 2014 @ 16:54:09.000"
1241695273946157056,TerfinBird,"Lesbian not queer. Stoner. RadFem. Sweary. -I am not free while any woman is unfree, even when her shackles are very different from my own- Audre Lorde","22 Mar, 2020 @ 11:57:01.000"
1629953082154000384,TerfinBird00,(empty),"26 Feb, 2023 @ 21:15:07.000"
1458852440380514304,TerfingonTiptoe,(empty),"11 Nov, 2021 @ 17:41:57.000"
1615833785983016960,TerfingTime,(empty),"18 Jan, 2023 @ 22:09:35.000"
1512610374859857920,terfingwaves,"radical feminist  // gender critical // bipoc // entp // when you stand for nothing, you fall for anything","9 Apr, 2022 @ 02:56:45.000"
1586097208239312896,terfinpikachu,‘I’m not oppressing you Stan; you haven’t got a womb.’,"28 Oct, 2022 @ 21:47:30.000"
1544770628158455808,terfinsafari,I’m a bot. Bleep. Boop. I don’t need a man to tell me how to be a woman. 💜LGB. Erasure not welcome. ✌🏼☀️🥳🏝,"6 Jul, 2022 @ 20:50:14.000"
1501091992410935296,TERFintheUS,"Tired of Explaining Reality to Fools, Politically Homeless, I am NOT your “cis.” 🇺🇸 #RespectMySex #IStandWithJKRowling #ABlackWoman #LGB","8 Mar, 2022 @ 07:06:44.000"
1543224078395383808,terfinusa,"Stop cancelling, slurring, threatening, assaulting and shouting at women who are concerned. Surfin’ Terf island 🇬🇧","2 Jul, 2022 @ 14:25:00.000"
709328273,TerfIslander,"Iconoclast, impatient, blunt, ever curious, vocal, means well, homosexual #IStandWithJKRowling #SexNotGender #IStandWithLesbians #IStandWithLGBAlliance","11 Oct, 2013 @ 14:40:33.000"
1502932694623301632,Terfitout,Gender Fluid Pansexual here to highlight the damage done by TERFs and GCs.  No chasers plz.,"13 Mar, 2022 @ 09:01:01.000"
1543957287798448128,terfjin,terfjin.carrd.co - updated 220919 Be careful of hate-reading my account you’ll start agreeing 🤦🏻‍♀️,"4 Jul, 2022 @ 14:58:05.000"
1550082999554871296,Terfkween,"♡❀ ˖⁺. ༶ ⋆💚🤍💜⋆ ༶ .⁺˖ ❀♡

💚 ☠ I'm blunt asfuk ☠ 💚

🤍✨💅Terftacular💅✨🤍

💜🌸YWNBAW, moids🌸💜

♡❀ ˖⁺. ༶ ⋆💚🤍💜⋆ ༶ .⁺˖ ❀♡","21 Jul, 2022 @ 12:39:42.000"
1474726523437563904,terfland,Adult human female. Sick of GITS -  Gender Ideology Terrorists.,"25 Dec, 2021 @ 12:59:56.000"
1649096154381172736,Terflette,I am not your Cister. I am not your handmaiden. I am not a hole to be filled. I am not a threat. I am an adult human female. TRAs/AGPs/Pronouns = Instablock,"20 Apr, 2023 @ 18:02:32.000"
1650067292380708864,terflgb,Sad old gay man. LGB✂️TQ+,"23 Apr, 2023 @ 10:21:22.000"
